name,category,price,rating,review_count,name_length,page_text_length,high_interest,product_url
Nordli Bed With Headboard And Storage Anthracite S79241412,beds,899.0,4.5,292,8,2427,1,https://www.ikea.com/us/en/p/nordli-bed-with-headboard-and-storage-anthracite-s79241412/
Valevag Pocket Spring Mattress Medium Firm White,beds,349.0,4.0,3254,7,2444,1,https://www.ikea.com/us/en/p/valevag-pocket-spring-mattress-medium-firm-white-50511857/
Vagstranda Pocket Spring Mattress Medium Firm White,beds,499.0,4.0,1473,7,2751,1,https://www.ikea.com/us/en/p/vagstranda-pocket-spring-mattress-medium-firm-white-30511877/
Asbygda Foam Mattress Firm White,beds,249.0,3.5,98,5,1848,0,https://www.ikea.com/us/en/p/asbygda-foam-mattress-firm-white-10481503/
Abrotten Foam Mattress Medium Firm White,beds,449.0,3.4,164,6,2463,0,https://www.ikea.com/us/en/p/abrotten-foam-mattress-medium-firm-white-40481686/
Bergshyttan Bergshyttan Table And 2 Benches Dark Brown Ash Veneer Tinted Effect Birch Veneer S49608412,chairs,799.99,5.0,3,15,1122,0,https://www.ikea.com/us/en/p/bergshyttan-bergshyttan-table-and-2-benches-dark-brown-ash-veneer-tinted-effect-birch-veneer-s49608412/
Ramsnaes Chair Anthracite Vissle Dark Gray,chairs,100.0,5.0,2,6,1005,0,https://www.ikea.com/us/en/p/ramsnaes-chair-anthracite-vissle-dark-gray-50636447/
Skogsta Table Counter Height Acacia Black,chairs,349.99,4.8,5,6,846,0,https://www.ikea.com/us/en/p/skogsta-table-counter-height-acacia-black-90620680/
Skogsta Bar Stool With Backrest Counter Height Acacia,chairs,95.0,4.9,7,8,1058,0,https://www.ikea.com/us/en/p/skogsta-bar-stool-with-backrest-counter-height-acacia-50620677/
Skogsta Ramsnaes Table And 6 Chairs Acacia Black Anthracite Vissle Dark Gray S39623719,chairs,1249.99,4.8,20,13,1964,0,https://www.ikea.com/us/en/p/skogsta-ramsnaes-table-and-6-chairs-acacia-black-anthracite-vissle-dark-gray-s39623719/
Skalsta Chair Plastic Red Tubular Metal Black Gray S29608465,chairs,55.0,5.0,2,9,1117,0,https://www.ikea.com/us/en/p/skalsta-chair-plastic-red-tubular-metal-black-gray-s29608465/
Skogsta Ramsnaes Table And 4 Chairs Acacia Anthracite Vissle Dark Gray S19623715,chairs,799.99,5.0,1,12,1285,0,https://www.ikea.com/us/en/p/skogsta-ramsnaes-table-and-4-chairs-acacia-anthracite-vissle-dark-gray-s19623715/
Skogsta Skogsta Table And 6 Chairs Acacia Black S19545124,chairs,1069.99,4.8,20,9,1924,0,https://www.ikea.com/us/en/p/skogsta-skogsta-table-and-6-chairs-acacia-black-s19545124/
Haegernaes Table And 4 Chairs Antique Stain Pine,chairs,259.99,4.7,440,8,1890,1,https://www.ikea.com/us/en/p/haegernaes-table-and-4-chairs-antique-stain-pine-70575947/
Tonstad Tonstad Table And 4 Chairs Brown Oak Veneer Brown Oak Effect Fridtuna Light Beige S39602255,chairs,539.99,5.0,2,16,1183,0,https://www.ikea.com/us/en/p/tonstad-tonstad-table-and-4-chairs-brown-oak-veneer-brown-oak-effect-fridtuna-light-beige-s39602255/
Stockholm 2025 Stockholm 2025 Table And 6 Chairs Oak Veneer Oak Leather S09606617,chairs,2349.99,5.0,1,13,891,0,https://www.ikea.com/us/en/p/stockholm-2025-stockholm-2025-table-and-6-chairs-oak-veneer-oak-leather-s09606617/
Skansnaes Skansnaes Table And 4 Chairs Brown Beech Brown Beech S09561633,chairs,1299.99,3.7,3,11,1658,0,https://www.ikea.com/us/en/p/skansnaes-skansnaes-table-and-4-chairs-brown-beech-brown-beech-s09561633/
Tonstad Tonstad Table And 6 Chairs Oak Veneer Oak Effect Fridtuna Light Beige S49602189,chairs,829.99,5.0,1,14,1375,0,https://www.ikea.com/us/en/p/tonstad-tonstad-table-and-6-chairs-oak-veneer-oak-effect-fridtuna-light-beige-s49602189/
Lisabo Lisabo Table And 4 Chairs Ash Veneer Ash S49385529,chairs,619.99,4.8,66,10,1208,0,https://www.ikea.com/us/en/p/lisabo-lisabo-table-and-4-chairs-ash-veneer-ash-s49385529/
Storklinta 6 Drawer Dresser White Anchor Unlock Function,dressers,249.99,4.0,261,8,2540,1,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-white-anchor-unlock-function-60561248/
Storklinta 6 Drawer Dresser Oak Effect Anchor Unlock Function,dressers,279.99,4.0,261,9,2472,1,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-oak-effect-anchor-unlock-function-00561246/
Storklinta 6 Drawer Dresser Dark Brown Oak Effect Anchor Unlock Function,dressers,279.99,4.0,261,11,2465,1,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-dark-brown-oak-effect-anchor-unlock-function-50561244/
Storemolla 8 Drawer Dresser Gray Brown Stained,dressers,599.99,4.4,248,7,2605,1,https://www.ikea.com/us/en/p/storemolla-8-drawer-dresser-gray-brown-stained-60522394/
Storemolla 8 Drawer Dresser Light Grey Beige Stained,dressers,599.99,4.4,248,8,2653,1,https://www.ikea.com/us/en/p/storemolla-8-drawer-dresser-light-grey-beige-stained-80522393/
Storklinta 4 Drawer Dresser White Anchor Unlock Function,dressers,179.99,4.0,150,8,2100,0,https://www.ikea.com/us/en/p/storklinta-4-drawer-dresser-white-anchor-unlock-function-40559289/
Storklinta 4 Drawer Dresser Dark Brown Oak Effect Anchor Unlock Function,dressers,199.99,4.0,150,11,2058,0,https://www.ikea.com/us/en/p/storklinta-4-drawer-dresser-dark-brown-oak-effect-anchor-unlock-function-60559288/
Storklinta 4 Drawer Dresser Oak Effect Anchor Unlock Function,dressers,199.99,4.0,150,9,2063,0,https://www.ikea.com/us/en/p/storklinta-4-drawer-dresser-oak-effect-anchor-unlock-function-20559290/
Storklinta 6 Drawer Dresser White Anchor Unlock Function,dressers,229.99,4.0,141,8,2474,0,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-white-anchor-unlock-function-10559281/
Storklinta 6 Drawer Dresser Gray Green Anchor Unlock Function,dressers,229.99,4.0,141,9,2273,0,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-gray-green-anchor-unlock-function-50621064/
Storklinta 6 Drawer Dresser Dark Brown Oak Effect Anchor Unlock Function,dressers,249.99,4.0,141,11,2412,0,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-dark-brown-oak-effect-anchor-unlock-function-70559278/
Storklinta 6 Drawer Dresser Oak Effect Anchor Unlock Function,dressers,249.99,4.0,141,9,2436,0,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-oak-effect-anchor-unlock-function-50559279/
Storklinta 3 Drawer Dresser White Anchor Unlock Function,dressers,129.99,3.9,186,8,2090,1,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-white-anchor-unlock-function-00559291/
Storklinta 3 Drawer Dresser Oak Effect Anchor Unlock Function,dressers,149.99,3.9,186,9,2027,1,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-oak-effect-anchor-unlock-function-80559292/
Storklinta 3 Drawer Dresser Dark Brown Oak Effect Anchor Unlock Function,dressers,149.99,3.9,186,11,2027,1,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-dark-brown-oak-effect-anchor-unlock-function-60559293/
Storklinta 3 Drawer Dresser Gray Green Anchor Unlock Function,dressers,129.99,3.9,186,9,1987,1,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/
Hemnes 8 Drawer Dresser White Stain,dressers,349.99,4.0,77,6,2700,0,https://www.ikea.com/us/en/p/hemnes-8-drawer-dresser-white-stain-10576191/
Hemnes 8 Drawer Dresser Black Brown,dressers,349.99,4.0,77,6,2638,0,https://www.ikea.com/us/en/p/hemnes-8-drawer-dresser-black-brown-30576190/
Rast 6 Drawer Dresser Pine,dressers,129.99,2.5,163,5,2047,0,https://www.ikea.com/us/en/p/rast-6-drawer-dresser-pine-00582164/
Radmansoe 6 Drawer Dresser Brown Walnut Effect,dressers,349.99,4.0,105,7,2549,0,https://www.ikea.com/us/en/p/radmansoe-6-drawer-dresser-brown-walnut-effect-40593839/
Rast 3 Drawer Dresser Pine,dressers,59.99,3.2,106,5,2534,0,https://www.ikea.com/us/en/p/rast-3-drawer-dresser-pine-70582165/
Gullaberg 8 Drawer Dresser Gray Anchor Unlock Function,dressers,299.99,3.7,90,8,2376,0,https://www.ikea.com/us/en/p/gullaberg-8-drawer-dresser-gray-anchor-unlock-function-80590396/
Gullaberg 8 Drawer Dresser White Anchor Unlock Function,dressers,379.99,3.7,90,8,2452,0,https://www.ikea.com/us/en/p/gullaberg-8-drawer-dresser-white-anchor-unlock-function-00590395/
Storklinta 5 Drawer Dresser White Anchor Unlock Function,dressers,179.99,3.9,80,8,2717,0,https://www.ikea.com/us/en/p/storklinta-5-drawer-dresser-white-anchor-unlock-function-20559285/
Storklinta 5 Drawer Dresser Dark Brown Oak Effect Anchor Unlock Function,dressers,199.99,3.9,80,11,2677,0,https://www.ikea.com/us/en/p/storklinta-5-drawer-dresser-dark-brown-oak-effect-anchor-unlock-function-80559287/
Storklinta 5 Drawer Dresser Oak Effect Anchor Unlock Function,dressers,199.99,3.9,80,9,2657,0,https://www.ikea.com/us/en/p/storklinta-5-drawer-dresser-oak-effect-anchor-unlock-function-00559286/
Songesand 6 Drawer Dresser White,dressers,239.99,2.5,100,5,2433,0,https://www.ikea.com/us/en/p/songesand-6-drawer-dresser-white-50572836/
Songesand 6 Drawer Dresser Brown,dressers,299.99,2.5,100,5,2274,0,https://www.ikea.com/us/en/p/songesand-6-drawer-dresser-brown-00575804/
Brimnes 4 Drawer Dresser Black,dressers,229.99,4.5,1181,5,2346,1,https://www.ikea.com/us/en/p/brimnes-4-drawer-dresser-black-70574245/
Brimnes 4 Drawer Dresser White,dressers,229.99,4.5,1181,5,2346,1,https://www.ikea.com/us/en/p/brimnes-4-drawer-dresser-white-20572833/
Brimnes 4 Drawer Dresser Gray Frosted Glass,dressers,229.99,4.5,1181,7,1932,1,https://www.ikea.com/us/en/p/brimnes-4-drawer-dresser-gray-frosted-glass-10598391/
Vihals 6 Drawer Dresser White Anchor Unlock Function,dressers,279.99,4.2,96,8,2498,0,https://www.ikea.com/us/en/p/vihals-6-drawer-dresser-white-anchor-unlock-function-30490115/
Kilberget 6 Drawer Dresser White Anchor Unlock Function,dressers,249.99,3.7,56,8,2599,0,https://www.ikea.com/us/en/p/kilberget-6-drawer-dresser-white-anchor-unlock-function-70561672/
Jonaxel Storage Combination White S99297144,dressers,49.99,4.4,245,5,2017,1,https://www.ikea.com/us/en/p/jonaxel-storage-combination-white-s99297144/
Vihals 6 Drawer Dresser White Anchor Unlock Function,dressers,249.99,4.4,153,8,2379,0,https://www.ikea.com/us/en/p/vihals-6-drawer-dresser-white-anchor-unlock-function-90483249/
Gullaberg 3 Drawer Dresser Gray Anchor Unlock Function,dressers,159.99,4.2,60,8,2545,0,https://www.ikea.com/us/en/p/gullaberg-3-drawer-dresser-gray-anchor-unlock-function-30561768/
Gullaberg 3 Drawer Dresser White Anchor Unlock Function,dressers,199.99,4.2,60,8,2439,0,https://www.ikea.com/us/en/p/gullaberg-3-drawer-dresser-white-anchor-unlock-function-10561769/
Gullaberg 3 Drawer Dresser Yellow,dressers,199.99,4.2,60,5,2448,0,https://www.ikea.com/us/en/p/gullaberg-3-drawer-dresser-yellow-60593447/
Kilberget 3 Drawer Dresser White Anchor Unlock Function,dressers,129.99,4.0,46,8,2483,0,https://www.ikea.com/us/en/p/kilberget-3-drawer-dresser-white-anchor-unlock-function-50561668/
Songesand 6 Drawer Dresser White,dressers,279.99,2.7,93,5,2382,0,https://www.ikea.com/us/en/p/songesand-6-drawer-dresser-white-30572837/
Songesand 6 Drawer Dresser Brown,dressers,279.99,2.7,93,5,2382,0,https://www.ikea.com/us/en/p/songesand-6-drawer-dresser-brown-20575803/
Songesand 4 Drawer Dresser White,dressers,149.99,3.0,88,5,2159,0,https://www.ikea.com/us/en/p/songesand-4-drawer-dresser-white-70572835/
Songesand 4 Drawer Dresser Brown,dressers,149.99,3.0,88,5,2159,0,https://www.ikea.com/us/en/p/songesand-4-drawer-dresser-brown-40575802/
Hauga 6 Drawer Dresser White,dressers,279.99,4.4,64,5,1732,0,https://www.ikea.com/us/en/p/hauga-6-drawer-dresser-white-60581538/
Hauga 6 Drawer Dresser Gray,dressers,279.99,4.4,64,5,1870,0,https://www.ikea.com/us/en/p/hauga-6-drawer-dresser-gray-20581535/
Songesand 3 Drawer Dresser White,dressers,149.99,2.9,34,5,2059,0,https://www.ikea.com/us/en/p/songesand-3-drawer-dresser-white-00572834/
Songesand 3 Drawer Dresser Brown,dressers,119.99,2.9,34,5,2102,0,https://www.ikea.com/us/en/p/songesand-3-drawer-dresser-brown-60575801/
Hemnes 6 Drawer Dresser Black Brown,dressers,319.99,3.9,43,6,2234,0,https://www.ikea.com/us/en/p/hemnes-6-drawer-dresser-black-brown-60576198/
Hemnes 6 Drawer Dresser White Stain,dressers,319.99,3.9,43,6,2266,0,https://www.ikea.com/us/en/p/hemnes-6-drawer-dresser-white-stain-00576196/
Stockholm Mirror Walnut Veneer,dressers,179.99,4.7,1134,4,1660,1,https://www.ikea.com/us/en/p/stockholm-mirror-walnut-veneer-20503793/
Nissedal Mirror Walnut Effect,dressers,49.99,4.7,5596,4,1343,1,https://www.ikea.com/us/en/p/nissedal-mirror-walnut-effect-30501864/
Nyponbuske Mirror Black,dressers,89.99,4.8,49,3,755,0,https://www.ikea.com/us/en/p/nyponbuske-mirror-black-10609889/
Stockholm 2025 Tv Unit With Sliding Doors Oak Veneer,tv_media,449.99,4.4,102,9,2219,0,https://www.ikea.com/us/en/p/stockholm-2025-tv-unit-with-sliding-doors-oak-veneer-90586638/
Kallax Tv Unit Black Brown,tv_media,79.99,4.6,309,5,1590,1,https://www.ikea.com/us/en/p/kallax-tv-unit-black-brown-90574881/
Kallax Tv Unit White,tv_media,79.99,4.6,309,4,1583,1,https://www.ikea.com/us/en/p/kallax-tv-unit-white-00574885/
Kallax Tv Unit White Stained Oak Effect,tv_media,79.99,4.6,309,7,1597,1,https://www.ikea.com/us/en/p/kallax-tv-unit-white-stained-oak-effect-50574883/
Brimnes Tv Unit White,tv_media,199.99,4.5,539,4,1840,1,https://www.ikea.com/us/en/p/brimnes-tv-unit-white-20569487/
Brimnes Tv Unit Black,tv_media,199.99,4.5,539,4,1847,1,https://www.ikea.com/us/en/p/brimnes-tv-unit-black-40569486/
Besta Tv Bench With Doors Black Brown Hedeviken Dark Brown Oak Veneer S89568027,tv_media,285.0,3.8,360,13,2418,1,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer-s89568027/
Besta Tv Bench With Doors White Bjoerkoeviken Birch Veneer S79568042,tv_media,285.0,3.8,360,10,2379,1,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bjoerkoeviken-birch-veneer-s79568042/
Besta Tv Bench With Doors Dark Gray Bergsviken Black S79564157,tv_media,285.0,3.8,360,10,2358,1,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-dark-gray-bergsviken-black-s79564157/
Besta Tv Bench With Doors White Bergsviken Black S59568043,tv_media,285.0,3.8,360,9,2360,1,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bergsviken-black-s59568043/
Besta Tv Unit With Doors White Stained Oak Effect Lappviken White Stained Oak Effect S29568054,tv_media,225.0,3.8,360,15,2355,1,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-white-stained-oak-effect-lappviken-white-stained-oak-effect-s29568054/
Besta Tv Unit With Doors White Lappviken White S49568048,tv_media,225.0,3.8,360,9,2362,1,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-white-lappviken-white-s49568048/
Besta Tv Bench With Doors Black Brown Lappviken Walnut Effect S49612174,tv_media,225.0,3.8,360,11,2338,1,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-black-brown-lappviken-walnut-effect-s49612174/
Lack Tv Unit White,tv_media,59.99,4.6,217,4,1636,1,https://www.ikea.com/us/en/p/lack-tv-unit-white-40566063/
Lack Tv Unit Black Brown,tv_media,59.99,4.6,217,5,1639,1,https://www.ikea.com/us/en/p/lack-tv-unit-black-brown-60566062/
Fjaellbo Tv Unit Black,tv_media,299.99,4.4,876,4,1755,1,https://www.ikea.com/us/en/p/fjaellbo-tv-unit-black-00579034/
Fjaellbo Tv Unit Black,tv_media,249.99,4.4,876,4,1748,1,https://www.ikea.com/us/en/p/fjaellbo-tv-unit-black-60566439/
Skruvby Tv Unit Black Blue,tv_media,99.99,4.6,111,5,1846,0,https://www.ikea.com/us/en/p/skruvby-tv-unit-black-blue-10542747/
Skruvby Tv Unit White,tv_media,99.99,4.6,111,4,1836,0,https://www.ikea.com/us/en/p/skruvby-tv-unit-white-90542748/
Baggebo Tv Unit White,tv_media,29.99,4.5,115,4,1148,0,https://www.ikea.com/us/en/p/baggebo-tv-unit-white-90565773/
Kallax Tv Storage Combination Black Brown S49569444,tv_media,169.99,4.5,64,7,1447,0,https://www.ikea.com/us/en/p/kallax-tv-storage-combination-black-brown-s49569444/
Kallax Tv Storage Combination White Stained Oak Effect S79569447,tv_media,169.99,4.5,64,9,1462,0,https://www.ikea.com/us/en/p/kallax-tv-storage-combination-white-stained-oak-effect-s79569447/
Kallax Tv Storage Combination White S99569451,tv_media,159.99,4.5,64,6,1450,0,https://www.ikea.com/us/en/p/kallax-tv-storage-combination-white-s99569451/
Hemnes Tv Unit White Stain Light Brown,tv_media,229.99,4.5,923,7,2582,1,https://www.ikea.com/us/en/p/hemnes-tv-unit-white-stain-light-brown-10413528/
Hemnes Tv Unit Black Brown,tv_media,229.99,4.5,924,5,2569,1,https://www.ikea.com/us/en/p/hemnes-tv-unit-black-brown-30334506/
Hemnes Tv Unit White Stain,tv_media,229.99,4.5,923,5,2570,1,https://www.ikea.com/us/en/p/hemnes-tv-unit-white-stain-40349569/
Hemnes Tv Unit Black Brown,tv_media,279.99,4.5,923,5,2477,1,https://www.ikea.com/us/en/p/hemnes-tv-unit-black-brown-50566048/
Hemnes Tv Unit White Stain,tv_media,279.99,4.5,924,5,2486,1,https://www.ikea.com/us/en/p/hemnes-tv-unit-white-stain-30566049/
Besta Tv Bench With Doors White Bjoerkoeviken Stubbarp Birch Veneer S09566541,tv_media,240.0,3.8,48,11,1185,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer-s09566541/
Besta Tv Bench With Doors Black Brown Hedeviken Stubbarp Dark Brown Stained Oak Veneer S99566508,tv_media,240.0,3.8,48,15,1191,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer-s99566508/
Besta Tv Bench With Doors White Bjoerkoeviken Mejarp Birch Veneer S89566504,tv_media,260.0,3.8,48,11,1187,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bjoerkoeviken-mejarp-birch-veneer-s89566504/
Besta Tv Bench With Doors Dark Gray Bergsviken Stubbarp Black S79564204,tv_media,240.0,3.8,48,11,1167,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-dark-gray-bergsviken-stubbarp-black-s79564204/
Besta Tv Bench With Doors White Bergsviken Stubbarp Black S49566539,tv_media,240.0,3.8,48,10,1166,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bergsviken-stubbarp-black-s49566539/
Besta Tv Bench With Doors Dark Gray Bergsviken Oesarp Black S39564197,tv_media,260.0,3.8,48,11,1168,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-dark-gray-bergsviken-oesarp-black-s39564197/
Besta Tv Bench With Doors White Bergsviken Oesarp Black S09566503,tv_media,260.0,3.8,48,10,1167,0,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bergsviken-oesarp-black-s09566503/
Skruvby Tv Storage Combination Black Blue S29494666,tv_media,198.99,4.7,30,7,1304,0,https://www.ikea.com/us/en/p/skruvby-tv-storage-combination-black-blue-s29494666/
Skruvby Tv Storage Combination White S89494668,tv_media,198.99,4.7,30,6,1306,0,https://www.ikea.com/us/en/p/skruvby-tv-storage-combination-white-s89494668/
Skruvby Tv Storage Combination Black Blue S99494658,tv_media,198.99,4.7,30,7,1338,0,https://www.ikea.com/us/en/p/skruvby-tv-storage-combination-black-blue-s99494658/
Skruvby Tv Storage Combination White S59494660,tv_media,198.99,4.7,30,6,1338,0,https://www.ikea.com/us/en/p/skruvby-tv-storage-combination-white-s59494660/
Brimnes Tv Unit Black,tv_media,249.99,4.5,10,4,1266,0,https://www.ikea.com/us/en/p/brimnes-tv-unit-black-20593091/
Brimnes Tv Unit White,tv_media,249.99,4.5,10,4,1266,0,https://www.ikea.com/us/en/p/brimnes-tv-unit-white-60593094/
Fryksas Tv Unit Rattan,tv_media,449.99,4.5,26,4,1335,0,https://www.ikea.com/us/en/p/fryksas-tv-unit-rattan-80579327/
Lack Tv Unit Black Brown,tv_media,49.99,4.5,302,5,1341,1,https://www.ikea.com/us/en/p/lack-tv-unit-black-brown-00566060/
Lack Tv Unit White,tv_media,49.99,4.5,302,4,1341,1,https://www.ikea.com/us/en/p/lack-tv-unit-white-80566061/
Radmansoe Tv Unit Brown Walnut Effect,tv_media,299.99,4.6,46,6,1334,0,https://www.ikea.com/us/en/p/radmansoe-tv-unit-brown-walnut-effect-80598986/
Besta Tv Unit White Stained Oak Effect,tv_media,90.0,4.3,2298,7,2262,1,https://www.ikea.com/us/en/p/besta-tv-unit-white-stained-oak-effect-20576001/
Besta Tv Unit White,tv_media,110.0,4.4,696,4,1910,1,https://www.ikea.com/us/en/p/besta-tv-unit-white-80566037/
Besta Tv Unit Dark Gray,tv_media,110.0,4.4,696,5,1863,1,https://www.ikea.com/us/en/p/besta-tv-unit-dark-gray-20575228/
Besta Tv Unit Black Brown,tv_media,90.0,4.3,2298,5,2296,1,https://www.ikea.com/us/en/p/besta-tv-unit-black-brown-40565775/
Besta Tv Unit White,tv_media,90.0,4.3,2298,4,2281,1,https://www.ikea.com/us/en/p/besta-tv-unit-white-00565777/
Besta Tv Unit White Stained Oak Effect,tv_media,110.0,4.4,696,7,1899,1,https://www.ikea.com/us/en/p/besta-tv-unit-white-stained-oak-effect-60576004/
Besta Tv Unit White Stained Oak Effect,tv_media,75.0,4.3,2298,7,2277,1,https://www.ikea.com/us/en/p/besta-tv-unit-white-stained-oak-effect-00576002/
Eket Media Storage Combination Brown Walnut Effect S69580983,tv_media,306.0,3.1,11,8,985,0,https://www.ikea.com/us/en/p/eket-media-storage-combination-brown-walnut-effect-s69580983/
Eket Media Storage Combination White S29580980,tv_media,306.0,3.1,11,6,992,0,https://www.ikea.com/us/en/p/eket-media-storage-combination-white-s29580980/
Havsta Tv Storage Combination Glass Doors Gray Beige S99570586,tv_media,1649.99,4.5,4,9,1342,0,https://www.ikea.com/us/en/p/havsta-tv-storage-combination-glass-doors-gray-beige-s99570586/
Havsta Tv Storage Combination Glass Doors White S99570572,tv_media,1649.99,4.5,4,8,1345,0,https://www.ikea.com/us/en/p/havsta-tv-storage-combination-glass-doors-white-s99570572/
Havsta Tv Storage Combination Glass Doors Black S19570585,tv_media,1649.99,4.5,4,8,1350,0,https://www.ikea.com/us/en/p/havsta-tv-storage-combination-glass-doors-black-s19570585/
Tonstad Tv Unit Oak Veneer,tv_media,399.99,4.8,85,5,1855,0,https://www.ikea.com/us/en/p/tonstad-tv-unit-oak-veneer-60542962/
Tonstad Tv Unit Brown Stained Oak Veneer,tv_media,399.99,4.8,85,7,1834,0,https://www.ikea.com/us/en/p/tonstad-tv-unit-brown-stained-oak-veneer-50562026/
Trofast Storage Combination With Boxes Light White Stained Pine White S39574865,storage,146.99,3.4,93,11,2179,0,https://www.ikea.com/us/en/p/trofast-storage-combination-with-boxes-light-white-stained-pine-white-s39574865/
Flisat Wall Storage Gray Turquoise,storage,19.99,4.7,553,5,1380,1,https://www.ikea.com/us/en/p/flisat-wall-storage-gray-turquoise-90614603/
Tigerfink Storage With Compartments Beige Orange,storage,19.99,3.1,165,6,2146,0,https://www.ikea.com/us/en/p/tigerfink-storage-with-compartments-beige-orange-30614644/
Flisat Knob Rack With 4 Knobs,storage,7.99,3.5,57,6,664,0,https://www.ikea.com/us/en/p/flisat-knob-rack-with-4-knobs-40614568/
Flisat Book Display,storage,29.99,4.8,23,3,823,0,https://www.ikea.com/us/en/p/flisat-book-display-80614566/
Tigerfink Organizer With 5 Compartments Beige Orange,storage,9.99,4.5,13,7,738,0,https://www.ikea.com/us/en/p/tigerfink-organizer-with-5-compartments-beige-orange-00621716/
Glis Box With Lid Green Lilac Blue,storage,3.99,4.5,98,7,917,0,https://www.ikea.com/us/en/p/glis-box-with-lid-green-lilac-blue-00604118/
Brimnes Cabinet With Doors White,cabinets,99.0,4.6,1686,5,2038,1,https://www.ikea.com/us/en/p/brimnes-cabinet-with-doors-white-40300662/
Brimnes Cabinet With Doors Black,cabinets,99.0,4.6,1686,5,2031,1,https://www.ikea.com/us/en/p/brimnes-cabinet-with-doors-black-80300660/
Billy Oxberg Bookcase White S49581484,cabinets,179.0,4.7,892,5,2358,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-white-s49581484/
Billy Oxberg Bookcase W Glass Doors Black Oak Effect S59483317,cabinets,199.0,4.7,892,10,2811,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-w-glass-doors-black-oak-effect-s59483317/
Billy Oxberg Bookcase W Glass Doors Brown Walnut Effect S39483318,cabinets,199.0,4.7,892,10,2816,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-w-glass-doors-brown-walnut-effect-s39483318/
Billy Oxberg Bookcase W Glass Doors Oak Effect S99483320,cabinets,199.0,4.7,892,9,2813,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-w-glass-doors-oak-effect-s99483320/
Billy Oxberg Bookcase W Glass Doors Dark Brown Oak Effect S19483319,cabinets,199.0,4.7,892,11,2807,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-w-glass-doors-dark-brown-oak-effect-s19483319/
Havsta Cabinet With Base White,cabinets,270.0,4.1,98,5,2518,0,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-white-00529242/
Havsta Cabinet With Base Black,cabinets,270.0,4.1,98,5,2515,0,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-black-50559646/
Havsta Cabinet With Base Gray Beige,cabinets,270.0,4.1,98,6,2515,0,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-gray-beige-80529238/
Billy Oxberg Bookcase With Panel Glass Doors White S99581486,cabinets,169.0,4.7,795,9,1935,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-white-s99581486/
Billy Oxberg Bookcase With Panel Glass Doors Brown Walnut Effect S69483326,cabinets,189.0,4.7,795,11,2301,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-brown-walnut-effect-s69483326/
Billy Oxberg Bookcase With Panel Glass Doors Black Oak Effect S89483325,cabinets,189.0,4.7,795,11,2296,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-black-oak-effect-s89483325/
Billy Oxberg Bookcase With Panel Glass Doors Oak Effect S29483328,cabinets,189.0,4.7,795,10,2308,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-oak-effect-s29483328/
Billy Oxberg Bookcase With Panel Glass Doors Dark Brown Oak Effect S49483327,cabinets,189.0,4.7,795,12,2291,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-dark-brown-oak-effect-s49483327/
